id=114	topic_id=7	val=0.232900992627
id=114	topic_id=8	val=0.216820862996
id=114	topic_id=16	val=0.32544487581
id=114	topic_id=24	val=0.289742550996
id=436	topic_id=1	val=0.354346090019
id=436	topic_id=3	val=0.292684041188
id=436	topic_id=4	val=0.408090698552
id=436	topic_id=17	val=0.323780105826
id=444	topic_id=5	val=0.211335928984
id=444	topic_id=9	val=0.482125053378
id=444	topic_id=11	val=0.323250784466
id=102	topic_id=1	val=0.569077113941
id=102	topic_id=19	val=0.357877579551
id=481	topic_id=1	val=0.393205936391
id=481	topic_id=8	val=0.263112030795
id=481	topic_id=11	val=0.285946237246
id=481	topic_id=13	val=0.214202476329
id=481	topic_id=17	val=0.414460112264
id=478	topic_id=1	val=0.460831454067
id=478	topic_id=4	val=0.329680721643
id=369	topic_id=1	val=0.350941513795
id=369	topic_id=4	val=0.210796673986
id=369	topic_id=12	val=0.242275527729
id=369	topic_id=22	val=0.253435107507
id=382	topic_id=1	val=0.528029183427
id=382	topic_id=8	val=0.203420386183
id=382	topic_id=12	val=0.282087000809
id=382	topic_id=18	val=0.222694250082
id=382	topic_id=21	val=0.33620720889
id=382	topic_id=27	val=0.215884168215
id=448	topic_id=1	val=0.512210542268
id=448	topic_id=4	val=0.218589363895
id=448	topic_id=6	val=0.454436758353
id=448	topic_id=7	val=0.238568881892
id=448	topic_id=19	val=0.20714448238
id=450	topic_id=1	val=0.505138393707
id=450	topic_id=6	val=0.458264196189
id=450	topic_id=7	val=0.437016198036
id=450	topic_id=9	val=0.233129758025
id=516	topic_id=1	val=0.400900938095
id=516	topic_id=8	val=0.269233807728
id=516	topic_id=11	val=0.346182802491
id=516	topic_id=17	val=0.346891455104
id=618	topic_id=1	val=0.472737761442
id=624	topic_id=1	val=0.228536109662
id=624	topic_id=2	val=0.310333203711
id=624	topic_id=14	val=0.515971256753
id=624	topic_id=24	val=0.280779367621
id=473	topic_id=1	val=0.443642840258
id=473	topic_id=4	val=0.232114809411
id=473	topic_id=5	val=0.345487157239
id=473	topic_id=11	val=0.259086310534
id=473	topic_id=19	val=0.216377679149
id=473	topic_id=26	val=0.242540454456
id=636	topic_id=1	val=0.477627532529
id=636	topic_id=2	val=0.377838739255
id=636	topic_id=15	val=0.259564582267
id=767	topic_id=1	val=0.357520850709
id=767	topic_id=3	val=0.294595666514
id=767	topic_id=6	val=0.261033176231
id=750	topic_id=1	val=0.384934448912
id=750	topic_id=2	val=0.509194321592
id=750	topic_id=6	val=0.283264371015
id=750	topic_id=10	val=0.329928667736
id=750	topic_id=12	val=0.272382520344
id=790	topic_id=1	val=0.366795067224
id=790	topic_id=2	val=0.581394808573
id=790	topic_id=6	val=0.247943747212
id=790	topic_id=9	val=0.201335633851
id=790	topic_id=12	val=0.397614129739
id=790	topic_id=13	val=0.259758977275
id=875	topic_id=1	val=0.368630177661
id=875	topic_id=3	val=0.453477221507
id=875	topic_id=4	val=0.36016178823
id=875	topic_id=5	val=0.253198347396
id=875	topic_id=9	val=0.261989123325
id=875	topic_id=10	val=0.252592166384
id=891	topic_id=1	val=0.404480497581
id=891	topic_id=3	val=0.397812862044
id=891	topic_id=5	val=0.316842511507
id=891	topic_id=9	val=0.276987487189
id=891	topic_id=13	val=0.28376706961
id=891	topic_id=15	val=0.361126473481
id=898	topic_id=1	val=0.452382458129
id=898	topic_id=2	val=0.657983814966
id=898	topic_id=6	val=0.207477685469
id=898	topic_id=7	val=0.246549143172
id=898	topic_id=11	val=0.211792347481
id=846	topic_id=1	val=0.372462172483
id=846	topic_id=3	val=0.438379371099
id=846	topic_id=6	val=0.204252386997
id=1004	topic_id=1	val=0.411700067924
id=1004	topic_id=3	val=0.20875497652
id=1004	topic_id=5	val=0.292120545824
id=986	topic_id=1	val=0.211880102548
id=986	topic_id=5	val=0.287979440257
id=986	topic_id=10	val=0.364852873841
id=986	topic_id=18	val=0.252243936272
id=986	topic_id=25	val=0.204340221324
id=1028	topic_id=1	val=0.242520355065
id=1028	topic_id=6	val=0.420810329606
id=1028	topic_id=7	val=0.582408539018
id=686	topic_id=1	val=0.366795067224
id=686	topic_id=2	val=0.581394808573
id=686	topic_id=6	val=0.247943747212
id=686	topic_id=9	val=0.201335633851
id=686	topic_id=12	val=0.397614129739
id=686	topic_id=13	val=0.259758977275
id=738	topic_id=1	val=0.380338922606
id=738	topic_id=2	val=0.342661282563
id=738	topic_id=3	val=0.221890352585
id=738	topic_id=6	val=0.209812162545
id=738	topic_id=10	val=0.305967389383
id=644	topic_id=1	val=0.478546783237
id=644	topic_id=5	val=0.255779843301
id=644	topic_id=7	val=0.251963269012
id=644	topic_id=14	val=0.239414480525
id=754	topic_id=1	val=0.274829034968
id=754	topic_id=4	val=0.255600139392
id=754	topic_id=14	val=0.516220968531
id=1017	topic_id=1	val=0.289624046997
id=1017	topic_id=3	val=0.328549355884
id=1017	topic_id=10	val=0.266079286591
id=77	topic_id=1	val=0.480130785886
id=77	topic_id=2	val=0.665280952853
id=77	topic_id=4	val=0.275860683812
id=1061	topic_id=1	val=0.36326387216
id=1061	topic_id=7	val=0.495774412747
id=1061	topic_id=10	val=0.272103126034
id=1061	topic_id=14	val=0.267658993061
id=139	topic_id=1	val=0.485623297639
id=139	topic_id=5	val=0.254034699203
id=139	topic_id=8	val=0.281141299399
id=1019	topic_id=1	val=0.480969075348
id=1019	topic_id=5	val=0.273128892824
id=1019	topic_id=14	val=0.319334024718
id=256	topic_id=1	val=0.4808073814
id=256	topic_id=5	val=0.315421680597
id=256	topic_id=8	val=0.219623600125
id=256	topic_id=18	val=0.271776930794
id=937	topic_id=1	val=0.224793011525
id=937	topic_id=2	val=0.847427706674
id=906	topic_id=1	val=0.224793011525
id=906	topic_id=2	val=0.847427706674
id=904	topic_id=1	val=0.224793011525
id=904	topic_id=2	val=0.847427706674
id=951	topic_id=1	val=0.440372162508
id=951	topic_id=5	val=0.276463174029
id=951	topic_id=12	val=0.208786556249
id=951	topic_id=18	val=0.304273155969
id=1098	topic_id=1	val=0.422900516079
id=1098	topic_id=10	val=0.211420330574
id=1098	topic_id=11	val=0.380682074068
id=1098	topic_id=20	val=0.259610377971
id=757	topic_id=1	val=0.253127340436
id=757	topic_id=15	val=0.344609379426
id=757	topic_id=18	val=0.232226350579
id=757	topic_id=23	val=0.205897554728
id=335	topic_id=1	val=0.326449440465
id=335	topic_id=3	val=0.617743402066
id=335	topic_id=5	val=0.419116410352
id=335	topic_id=10	val=0.447756416921
id=12	topic_id=1	val=0.571271443805
id=12	topic_id=4	val=0.207420399834
id=12	topic_id=6	val=0.403144082597
id=12	topic_id=8	val=0.288605560739
id=12	topic_id=22	val=0.294718281532
id=689	topic_id=1	val=0.539808204802
id=689	topic_id=7	val=0.330107508963
id=689	topic_id=13	val=0.223676730098
id=66	topic_id=17	val=0.230967076103
id=66	topic_id=19	val=0.723127842049
id=1148	topic_id=1	val=0.221659105019
id=1148	topic_id=9	val=0.251143699464
id=1148	topic_id=10	val=0.424933302575
id=1157	topic_id=1	val=0.411679899328
id=1157	topic_id=13	val=0.240531159113
id=1157	topic_id=14	val=0.375001416523
id=1022	topic_id=1	val=0.205059647803
id=1022	topic_id=5	val=0.25592908323
id=1022	topic_id=9	val=0.541657442971
id=1022	topic_id=11	val=0.243906935771
id=89	topic_id=1	val=0.468575756534
id=89	topic_id=10	val=0.205087198358
id=89	topic_id=12	val=0.361815166068
id=89	topic_id=13	val=0.331297676139
id=89	topic_id=22	val=0.269721419392
id=309	topic_id=1	val=0.404480497581
id=309	topic_id=3	val=0.397812862044
id=309	topic_id=5	val=0.316842511507
id=309	topic_id=9	val=0.276987487189
id=309	topic_id=13	val=0.28376706961
id=309	topic_id=15	val=0.361126473481
id=1036	topic_id=1	val=0.448060294798
id=1036	topic_id=6	val=0.216055725585
id=1036	topic_id=16	val=0.27591285537
id=1198	topic_id=1	val=0.495776843041
id=1198	topic_id=2	val=0.214297264374
id=1198	topic_id=3	val=0.304872054142
id=693	topic_id=1	val=0.462890275857
id=693	topic_id=4	val=0.242271360982
id=693	topic_id=5	val=0.252191081026
id=693	topic_id=8	val=0.44285159819
id=693	topic_id=10	val=0.271155602855
id=693	topic_id=11	val=0.201102360591
id=1124	topic_id=1	val=0.457242751499
id=1124	topic_id=3	val=0.640750508824
id=1124	topic_id=4	val=0.366192777194
id=1209	topic_id=1	val=0.457242751499
id=1209	topic_id=3	val=0.640750508824
id=1209	topic_id=4	val=0.366192777194
id=452	topic_id=1	val=0.309721767087
id=452	topic_id=6	val=0.338453445895
id=452	topic_id=7	val=0.516709031362
id=452	topic_id=20	val=0.318151838426
id=452	topic_id=26	val=0.231857048702
id=399	topic_id=1	val=0.204817891337
id=399	topic_id=9	val=0.409230703624
id=399	topic_id=11	val=0.516928569657
id=399	topic_id=17	val=0.222164869123
id=399	topic_id=24	val=0.213499315952
id=854	topic_id=1	val=0.55262284479
id=854	topic_id=3	val=0.312432064214
id=854	topic_id=13	val=0.35166517798
id=854	topic_id=14	val=0.234680590997
id=854	topic_id=17	val=0.257536843719
id=854	topic_id=28	val=0.258027969111
id=1266	topic_id=1	val=0.55734015097
id=1266	topic_id=7	val=0.205175434101
id=1266	topic_id=9	val=0.201395618969
id=1266	topic_id=12	val=0.466865689537
id=1304	topic_id=5	val=0.242325586864
id=1304	topic_id=9	val=0.458131795674
id=1304	topic_id=11	val=0.258752376404
id=1304	topic_id=23	val=0.216853048094
id=1304	topic_id=24	val=0.223040506043
id=1293	topic_id=1	val=0.49416416205
id=1293	topic_id=6	val=0.388411275347
id=1293	topic_id=8	val=0.304895331086
id=995	topic_id=1	val=0.49416416205
id=995	topic_id=6	val=0.388411275347
id=995	topic_id=8	val=0.304895331086
id=879	topic_id=1	val=0.528764285071
id=879	topic_id=10	val=0.278192925995
id=879	topic_id=20	val=0.277945021403
id=983	topic_id=1	val=0.353068338512
id=983	topic_id=12	val=0.316006113525
id=983	topic_id=14	val=0.249936901087
id=983	topic_id=15	val=0.256218713867
id=983	topic_id=21	val=0.235722952905
id=983	topic_id=29	val=0.242834015589
id=1344	topic_id=1	val=0.431594287808
id=1344	topic_id=9	val=0.247836391662
id=1344	topic_id=15	val=0.2105593439
id=1208	topic_id=1	val=0.457242751499
id=1208	topic_id=3	val=0.640750508824
id=1208	topic_id=4	val=0.366192777194
id=936	topic_id=1	val=0.360466471062
id=936	topic_id=6	val=0.32800817688
id=936	topic_id=8	val=0.40075844092
id=936	topic_id=9	val=0.213747255092
id=936	topic_id=14	val=0.209864054391
id=936	topic_id=15	val=0.265731346632
id=1319	topic_id=1	val=0.316848983094
id=1319	topic_id=9	val=0.226067981831
id=1319	topic_id=17	val=0.2383436755
id=1359	topic_id=1	val=0.480130785886
id=1359	topic_id=2	val=0.665280952853
id=1359	topic_id=4	val=0.275860683812
id=577	topic_id=1	val=0.314042654468
id=577	topic_id=8	val=0.350319308606
id=577	topic_id=11	val=0.314368263663
id=577	topic_id=19	val=0.225671735459
id=577	topic_id=23	val=0.264046068212
id=1130	topic_id=1	val=0.2895009465
id=1130	topic_id=9	val=0.389939162889
id=1130	topic_id=12	val=0.447693642147
id=1130	topic_id=13	val=0.277956486263
id=1130	topic_id=14	val=0.307256431659
