id=21	topic_id=1	val=0.260656641948
id=21	topic_id=5	val=0.211697743281
id=21	topic_id=11	val=0.334483005653
id=21	topic_id=13	val=0.233228084591
id=21	topic_id=27	val=0.272356950792
id=23	topic_id=9	val=0.256868330561
id=23	topic_id=10	val=0.423058223537
id=23	topic_id=14	val=0.255055245021
id=23	topic_id=16	val=0.350197988826
id=44	topic_id=1	val=0.223180021211
id=44	topic_id=21	val=0.35472913891
id=44	topic_id=22	val=0.441735558206
id=44	topic_id=23	val=0.203206572681
id=11	topic_id=1	val=0.479712270309
id=11	topic_id=3	val=0.309718921961
id=11	topic_id=24	val=0.201387278853
id=112	topic_id=1	val=0.429948762238
id=112	topic_id=6	val=0.237951404906
id=112	topic_id=21	val=0.41583090369
id=112	topic_id=25	val=0.25988923702
id=115	topic_id=1	val=0.395748981499
id=115	topic_id=7	val=0.208010048121
id=115	topic_id=8	val=0.22047285031
id=115	topic_id=11	val=0.201733645373
id=136	topic_id=1	val=0.415950656021
id=136	topic_id=7	val=0.307802628093
id=136	topic_id=8	val=0.306014609335
id=195	topic_id=1	val=0.204360593228
id=195	topic_id=13	val=0.306309069724
id=195	topic_id=14	val=0.249186524341
id=164	topic_id=1	val=0.25075005363
id=164	topic_id=2	val=0.557853920692
id=164	topic_id=10	val=0.254797751518
id=164	topic_id=16	val=0.293428636708
id=157	topic_id=1	val=0.273307078342
id=157	topic_id=19	val=0.253445222124
id=157	topic_id=20	val=0.373246336866
id=157	topic_id=25	val=0.27268385423
id=209	topic_id=1	val=0.241610225734
id=202	topic_id=1	val=0.579284586291
id=202	topic_id=4	val=0.269819214998
id=202	topic_id=6	val=0.237513598453
id=202	topic_id=7	val=0.304883488646
id=202	topic_id=20	val=0.296590843808
id=225	topic_id=1	val=0.412304307556
id=225	topic_id=4	val=0.282400524069
id=225	topic_id=10	val=0.294514669121
id=225	topic_id=11	val=0.336669081362
id=225	topic_id=17	val=0.441843544782
id=260	topic_id=16	val=0.216295969291
id=260	topic_id=17	val=0.368609970334
id=276	topic_id=1	val=0.462263686894
id=276	topic_id=3	val=0.51668589898
id=276	topic_id=11	val=0.208972102301
id=276	topic_id=12	val=0.232139959327
id=81	topic_id=1	val=0.376323052115
id=81	topic_id=13	val=0.251056831875
id=274	topic_id=1	val=0.634308222652
id=274	topic_id=7	val=0.312038095231
id=274	topic_id=19	val=0.218975454203
id=132	topic_id=1	val=0.282725239936
id=132	topic_id=5	val=0.219592659467
id=132	topic_id=8	val=0.221860268492
id=132	topic_id=16	val=0.276429067691
id=132	topic_id=17	val=0.243816683045
id=54	topic_id=1	val=0.569053741362
id=54	topic_id=5	val=0.258492305986
id=54	topic_id=8	val=0.280046100802
id=54	topic_id=18	val=0.2281413343
id=358	topic_id=1	val=0.33196095498
id=358	topic_id=6	val=0.24006591536
id=358	topic_id=9	val=0.20999065794
id=358	topic_id=23	val=0.206116240029
id=338	topic_id=1	val=0.383981089262
id=338	topic_id=3	val=0.472665807743
id=338	topic_id=4	val=0.435337802895
id=338	topic_id=5	val=0.354658558345
id=247	topic_id=1	val=0.224793011525
id=247	topic_id=2	val=0.847427706674
id=394	topic_id=11	val=0.280773904247
id=394	topic_id=13	val=0.311792641961
id=394	topic_id=15	val=0.21493795014
id=405	topic_id=1	val=0.436404841494
id=405	topic_id=6	val=0.23651163861
id=405	topic_id=12	val=0.248277330836
id=405	topic_id=15	val=0.223388150951
id=405	topic_id=20	val=0.309839753041
id=433	topic_id=1	val=0.330193897112
id=433	topic_id=2	val=0.742655928029
id=433	topic_id=6	val=0.205981546366
id=114	topic_id=1	val=0.566973629343
id=114	topic_id=6	val=0.284901486644
