9.95968e-01 9.97003e-01 9.97891e-01 9.98630e-01 9.99213e-01 9.99638e-01 9.99902e-01 9.99999e-01 9.99928e-01 9.99685e-01 9.99266e-01 9.98669e-01 9.97890e-01 9.96926e-01 9.95776e-01 9.94436e-01 9.92904e-01 9.91177e-01 9.89254e-01 9.87131e-01 9.84808e-01 9.82281e-01 9.79550e-01 9.76613e-01 9.73468e-01 9.70113e-01 9.66547e-01 9.62770e-01 9.58779e-01 9.54574e-01 9.50154e-01 9.45519e-01 9.40666e-01 9.35597e-01 9.30310e-01 9.24805e-01 9.19082e-01 9.13140e-01 9.06980e-01 9.00602e-01 8.94005e-01 8.87191e-01 8.80159e-01 8.72909e-01 8.65443e-01 8.57761e-01 8.49864e-01 8.41752e-01 8.33427e-01 8.24890e-01
9.97003e-01 9.97878e-01 9.98608e-01 9.99189e-01 9.99617e-01 9.99887e-01 9.99998e-01 9.99944e-01 9.99722e-01 9.99330e-01 9.98764e-01 9.98021e-01 9.97098e-01 9.95992e-01 9.94701e-01 9.93222e-01 9.91553e-01 9.89690e-01 9.87633e-01 9.85379e-01 9.82925e-01 9.80270e-01 9.77413e-01 9.74351e-01 9.71083e-01 9.67607e-01 9.63923e-01 9.60028e-01 9.55923e-01 9.51605e-01 9.47074e-01 9.42329e-01 9.37369e-01 9.32194e-01 9.26804e-01 9.21198e-01 9.15375e-01 9.09336e-01 9.03081e-01 8.96609e-01 8.89921e-01 8.83017e-01 8.75897e-01 8.68563e-01 8.61013e-01 8.53250e-01 8.45273e-01 8.37084e-01 8.28683e-01 8.20072e-01
9.97891e-01 9.98608e-01 9.99181e-01 9.99606e-01 9.99878e-01 9.99995e-01 9.99953e-01 9.99748e-01 9.99378e-01 9.98837e-01 9.98125e-01 9.97237e-01 9.96171e-01 9.94923e-01 9.93492e-01 9.91875e-01 9.90069e-01 9.88072e-01 9.85881e-01 9.83495e-01 9.80912e-01 9.78130e-01 9.75146e-01 9.71960e-01 9.68570e-01 9.64974e-01 9.61171e-01 9.57160e-01 9.52939e-01 9.48509e-01 9.43867e-01 9.39013e-01 9.33946e-01 9.28667e-01 9.23173e-01 9.17466e-01 9.11544e-01 9.05408e-01 8.99058e-01 8.92493e-01 8.85714e-01 8.78720e-01 8.71514e-01 8.64094e-01 8.56461e-01 8.48616e-01 8.40560e-01 8.32294e-01 8.23818e-01 8.15134e-01
9.98630e-01 9.99189e-01 9.99606e-01 9.99875e-01 9.99994e-01 9.99959e-01 9.99765e-01 9.99411e-01 9.98891e-01 9.98204e-01 9.97346e-01 9.96314e-01 9.95105e-01 9.93717e-01 9.92147e-01 9.90392e-01 9.88450e-01 9.86318e-01 9.83995e-01 9.81479e-01 9.78766e-01 9.75857e-01 9.72748e-01 9.69438e-01 9.65926e-01 9.62210e-01 9.58289e-01 9.54162e-01 9.49827e-01 9.45284e-01 9.40531e-01 9.35569e-01 9.30396e-01 9.25012e-01 9.19416e-01 9.13608e-01 9.07587e-01 9.01355e-01 8.94909e-01 8.88252e-01 8.81382e-01 8.74300e-01 8.67006e-01 8.59501e-01 8.51786e-01 8.43860e-01 8.35725e-01 8.27382e-01 8.18832e-01 8.10075e-01
9.99213e-01 9.99617e-01 9.99878e-01 9.99994e-01 9.99960e-01 9.99773e-01 9.99430e-01 9.98926e-01 9.98260e-01 9.97426e-01 9.96424e-01 9.95248e-01 9.93898e-01 9.92370e-01 9.90661e-01 9.88769e-01 9.86692e-01 9.84427e-01 9.81972e-01 9.79325e-01 9.76485e-01 9.73448e-01 9.70214e-01 9.66782e-01 9.63148e-01 9.59313e-01 9.55275e-01 9.51032e-01 9.46583e-01 9.41928e-01 9.37066e-01 9.31995e-01 9.26716e-01 9.21228e-01 9.15530e-01 9.09621e-01 9.03503e-01 8.97173e-01 8.90634e-01 8.83884e-01 8.76923e-01 8.69753e-01 8.62373e-01 8.54784e-01 8.46986e-01 8.38980e-01 8.30766e-01 8.22347e-01 8.13722e-01 8.04892e-01
9.99638e-01 9.99887e-01 9.99995e-01 9.99959e-01 9.99773e-01 9.99436e-01 9.98944e-01 9.98292e-01 9.97479e-01 9.96501e-01 9.95355e-01 9.94037e-01 9.92546e-01 9.90879e-01 9.89032e-01 9.87004e-01 9.84793e-01 9.82395e-01 9.79809e-01 9.77033e-01 9.74064e-01 9.70902e-01 9.67544e-01 9.63989e-01 9.60235e-01 9.56281e-01 9.52125e-01 9.47767e-01 9.43206e-01 9.38439e-01 9.33468e-01 9.28290e-01 9.22905e-01 9.17313e-01 9.11513e-01 9.05505e-01 8.99288e-01 8.92863e-01 8.86230e-01 8.79388e-01 8.72337e-01 8.65079e-01 8.57613e-01 8.49940e-01 8.42060e-01 8.33974e-01 8.25682e-01 8.17187e-01 8.08488e-01 7.99586e-01
9.99902e-01 9.99998e-01 9.99953e-01 9.99765e-01 9.99430e-01 9.98944e-01 9.98303e-01 9.97505e-01 9.96547e-01 9.95425e-01 9.94136e-01 9.92677e-01 9.91046e-01 9.89241e-01 9.87258e-01 9.85094e-01 9.82749e-01 9.80219e-01 9.77503e-01 9.74598e-01 9.71503e-01 9.68216e-01 9.64734e-01 9.61057e-01 9.57183e-01 9.53111e-01 9.48839e-01 9.44367e-01 9.39693e-01 9.34816e-01 9.29735e-01 9.24450e-01 9.18960e-01 9.13265e-01 9.07364e-01 9.01257e-01 8.94943e-01 8.88422e-01 8.81695e-01 8.74762e-01 8.67622e-01 8.60276e-01 8.52725e-01 8.44968e-01 8.37006e-01 8.28841e-01 8.20472e-01 8.11901e-01 8.03128e-01 7.94155e-01
9.99999e-01 9.99944e-01 9.99748e-01 9.99411e-01 9.98926e-01 9.98292e-01 9.97505e-01 9.96562e-01 9.95459e-01 9.94194e-01 9.92764e-01 9.91165e-01 9.89396e-01 9.87453e-01 9.85334e-01 9.83037e-01 9.80559e-01 9.77898e-01 9.75052e-01 9.72020e-01 9.68798e-01 9.65386e-01 9.61782e-01 9.57984e-01 9.53991e-01 9.49802e-01 9.45414e-01 9.40828e-01 9.36042e-01 9.31055e-01 9.25866e-01 9.20475e-01 9.14880e-01 9.09083e-01 9.03081e-01 8.96875e-01 8.90464e-01 8.83849e-01 8.77029e-01 8.70005e-01 8.62776e-01 8.55343e-01 8.47707e-01 8.39867e-01 8.31825e-01 8.23580e-01 8.15134e-01 8.06488e-01 7.97642e-01 7.88598e-01
9.99928e-01 9.99722e-01 9.99378e-01 9.98891e-01 9.98260e-01 9.97479e-01 9.96547e-01 9.95459e-01 9.94214e-01 9.92807e-01 9.91236e-01 9.89499e-01 9.87592e-01 9.85513e-01 9.83259e-01 9.80828e-01 9.78219e-01 9.75428e-01 9.72454e-01 9.69294e-01 9.65947e-01 9.62412e-01 9.58686e-01 9.54768e-01 9.50656e-01 9.46350e-01 9.41848e-01 9.37149e-01 9.32251e-01 9.27155e-01 9.21858e-01 9.16361e-01 9.10663e-01 9.04764e-01 8.98662e-01 8.92358e-01 8.85851e-01 8.79142e-01 8.72230e-01 8.65115e-01 8.57798e-01 8.50279e-01 8.42558e-01 8.34636e-01 8.26513e-01 8.18190e-01 8.09668e-01 8.00947e-01 7.92029e-01 7.82915e-01
9.99685e-01 9.99330e-01 9.98837e-01 9.98204e-01 9.97426e-01 9.96501e-01 9.95425e-01 9.94194e-01 9.92807e-01 9.91260e-01 9.89550e-01 9.87675e-01 9.85631e-01 9.83417e-01 9.81029e-01 9.78467e-01 9.75726e-01 9.72806e-01 9.69705e-01 9.66419e-01 9.62948e-01 9.59290e-01 9.55443e-01 9.51406e-01 9.47177e-01 9.42755e-01 9.38138e-01 9.33327e-01 9.28319e-01 9.23114e-01 9.17711e-01 9.12109e-01 9.06308e-01 9.00307e-01 8.94106e-01 8.87705e-01 8.81102e-01 8.74300e-01 8.67296e-01 8.60092e-01 8.52687e-01 8.45082e-01 8.37278e-01 8.29274e-01 8.21071e-01 8.12670e-01 8.04072e-01 7.95278e-01 7.86288e-01 7.77103e-01
